altitude_km,r_m,k_tension_N_per_m,k_gg_trans_N_per_m,k_gg_sign,ratio
11050.22,17428324.09,2.342409e+01,3.418070e-04,destabilizing,68530.16533445621
11113.55,17491649.16,2.351797e+01,3.391810e-04,destabilizing,69337.52789064778
11176.87,17554974.22,2.361147e+01,3.365752e-04,destabilizing,70152.11672467586
11240.20,17618299.29,2.370458e+01,3.339897e-04,destabilizing,70973.98616477786
11303.52,17681624.36,2.379731e+01,3.314241e-04,destabilizing,71803.19105995788
11366.85,17744949.42,2.388966e+01,3.288784e-04,destabilizing,72639.78678723454
11430.17,17808274.49,2.398163e+01,3.263525e-04,destabilizing,73483.82925882292
11493.50,17871599.55,2.407321e+01,3.238460e-04,destabilizing,74335.37492956176
11556.82,17934924.62,2.416442e+01,3.213590e-04,destabilizing,75194.48080442153
11620.15,17998249.69,2.425524e+01,3.188911e-04,destabilizing,76061.20444599616
11683.47,18061574.75,2.434569e+01,3.164424e-04,destabilizing,76935.60398242826
11746.80,18124899.82,2.443576e+01,3.140127e-04,destabilizing,77817.73811503041
11810.12,18188224.89,2.452544e+01,3.116017e-04,destabilizing,78707.66612641914
11873.45,18251549.95,2.461475e+01,3.092094e-04,destabilizing,79605.44788848552
11936.78,18314875.02,2.470368e+01,3.068356e-04,destabilizing,80511.14387072097
12000.10,18378200.09,2.479224e+01,3.044801e-04,destabilizing,81424.81514848744
12063.43,18441525.15,2.488042e+01,3.021429e-04,destabilizing,82346.52341150111
12126.75,18504850.22,2.496822e+01,2.998237e-04,destabilizing,83276.33097245054
12190.08,18568175.28,2.505565e+01,2.975225e-04,destabilizing,84214.30077576144
12253.40,18631500.35,2.514270e+01,2.952390e-04,destabilizing,85160.49640648106
12316.73,18694825.42,2.522938e+01,2.929731e-04,destabilizing,86114.98209926423
12380.05,18758150.48,2.531568e+01,2.907248e-04,destabilizing,87077.82274758203
12443.38,18821475.55,2.540161e+01,2.884938e-04,destabilizing,88049.08391305947
12506.70,18884800.62,2.548717e+01,2.862800e-04,destabilizing,89028.83183484958
12570.03,18948125.68,2.557236e+01,2.840833e-04,destabilizing,90017.1334394382
12633.35,19011450.75,2.565718e+01,2.819035e-04,destabilizing,91014.05635019002
12696.68,19074775.82,2.574163e+01,2.797405e-04,destabilizing,92019.66889748056
12760.00,19138100.88,2.582571e+01,2.775942e-04,destabilizing,93034.04012867485
12823.33,19201425.95,2.590942e+01,2.754644e-04,destabilizing,94057.23981840702
12886.65,19264751.01,2.599276e+01,2.733510e-04,destabilizing,95089.3384792072
12949.98,19328076.08,2.607574e+01,2.712538e-04,destabilizing,96130.40737169173
13013.30,19391401.15,2.615835e+01,2.691727e-04,destabilizing,97180.51851579164
13076.63,19454726.21,2.624059e+01,2.671077e-04,destabilizing,98239.74470143832
13139.95,19518051.28,2.632247e+01,2.650585e-04,destabilizing,99308.15949979765
13203.28,19581376.35,2.640398e+01,2.630250e-04,destabilizing,100385.83727450804
13266.60,19644701.41,2.648513e+01,2.610071e-04,destabilizing,101472.85319344598
13329.93,19708026.48,2.656592e+01,2.590047e-04,destabilizing,102569.28324007514
13393.25,19771351.54,2.664635e+01,2.570176e-04,destabilizing,103675.20422567449
13456.58,19834676.61,2.672641e+01,2.550457e-04,destabilizing,104790.69380127132
