N,eta_j,cadence,p_det,beta,P_sys,mean_repairs,median_MTTR,p05_MTTR,p95_MTTR
12,0.700000,1,0.500000,1.000000,0.999400,0.195610,319.043009,132.460428,932.825140
12,0.700000,1,0.500000,1.300000,0.999840,0.060730,314.772088,132.720031,932.619066
12,0.700000,1,0.500000,1.500000,0.999850,0.028620,314.244454,129.289930,898.550031
12,0.700000,1,0.500000,2.000000,0.999960,0.004570,325.525840,128.508605,893.576233
12,0.700000,1,0.500000,2.500000,0.999990,0.000660,388.310010,154.908698,1007.678820
12,0.700000,1,0.700000,1.000000,0.999770,0.197260,256.729736,121.041639,610.316725
12,0.700000,1,0.700000,1.300000,0.999960,0.061740,255.979038,124.104200,594.894080
12,0.700000,1,0.700000,1.500000,0.999940,0.027950,258.292897,125.883874,620.524134
12,0.700000,1,0.700000,2.000000,0.999980,0.004220,258.936787,123.605180,556.017158
12,0.700000,1,0.700000,2.500000,0.999990,0.000660,239.423219,128.445634,592.436559
12,0.700000,1,0.800000,1.000000,0.999870,0.198020,240.186013,117.497271,495.648364
12,0.700000,1,0.800000,1.300000,0.999960,0.062400,239.796409,120.943289,495.143310
12,0.700000,1,0.800000,1.500000,0.999950,0.028920,243.766089,123.065282,477.042728
12,0.700000,1,0.800000,2.000000,1.000000,0.004140,245.502053,116.811378,479.425326
12,0.700000,1,0.800000,2.500000,1.000000,0.000540,213.754431,101.275974,485.697458
12,0.700000,1,0.900000,1.000000,0.999930,0.200760,226.705103,114.684244,409.542615
12,0.700000,1,0.900000,1.300000,0.999970,0.063240,229.840077,116.631598,418.386332
12,0.700000,1,0.900000,1.500000,1.000000,0.029970,229.379519,121.975881,408.274725
12,0.700000,1,0.900000,2.000000,1.000000,0.004570,235.253643,120.123712,407.780698
12,0.700000,1,0.900000,2.500000,1.000000,0.000650,222.341814,119.122415,398.208681
12,0.700000,1,0.950000,1.000000,0.999940,0.197600,220.237245,112.903325,342.759145
12,0.700000,1,0.950000,1.300000,0.999980,0.062360,219.383056,115.096503,342.955013
12,0.700000,1,0.950000,1.500000,1.000000,0.028910,222.194365,119.001670,339.504795
12,0.700000,1,0.950000,2.000000,1.000000,0.004900,223.812435,117.024256,350.508828
12,0.700000,1,0.950000,2.500000,1.000000,0.000850,204.224378,109.941389,326.930144
12,0.700000,1,0.990000,1.000000,0.999960,0.200720,216.511114,112.022972,322.163548
12,0.700000,1,0.990000,1.300000,0.999990,0.062140,216.587985,113.324841,322.750288
12,0.700000,1,0.990000,1.500000,1.000000,0.029000,217.384794,113.515664,325.389759
12,0.700000,1,0.990000,2.000000,1.000000,0.004310,219.123154,115.183453,316.354663
12,0.700000,1,0.990000,2.500000,1.000000,0.000750,231.797648,129.557366,328.913583
12,0.700000,1,0.995000,1.000000,0.999950,0.200750,217.694329,112.396405,321.396630
12,0.700000,1,0.995000,1.300000,0.999990,0.061370,218.311197,113.449999,319.449313
12,0.700000,1,0.995000,1.500000,0.999990,0.028790,217.681342,119.084928,320.980830
12,0.700000,1,0.995000,2.000000,1.000000,0.004220,222.028795,117.255670,323.466941
12,0.700000,1,0.995000,2.500000,1.000000,0.000680,205.418300,125.630666,318.451966
12,0.700000,2,0.500000,1.000000,0.998240,0.196020,496.745271,157.161045,1759.920010
12,0.700000,2,0.500000,1.300000,0.999540,0.059920,489.178115,163.881804,1703.459106
12,0.700000,2,0.500000,1.500000,0.999670,0.028110,500.358535,164.225568,1803.396046
12,0.700000,2,0.500000,2.000000,0.999950,0.004400,497.797779,165.841741,1637.707877
12,0.700000,2,0.500000,2.500000,1.000000,0.000660,433.500392,204.001673,1829.176632
12,0.700000,2,0.700000,1.000000,0.999020,0.197770,387.030494,145.508952,1094.785994
12,0.700000,2,0.700000,1.300000,0.999560,0.061790,393.655776,149.520667,1100.735537
12,0.700000,2,0.700000,1.500000,0.999720,0.029070,387.990465,140.470909,1084.026075
12,0.700000,2,0.700000,2.000000,0.999960,0.004570,391.404759,148.447385,1061.067710
12,0.700000,2,0.700000,2.500000,1.000000,0.000810,392.702154,154.417683,1140.351534
12,0.700000,2,0.800000,1.000000,0.999220,0.199470,355.264503,138.653472,850.449560
12,0.700000,2,0.800000,1.300000,0.999720,0.060000,351.066280,142.184459,839.496495
12,0.700000,2,0.800000,1.500000,0.999880,0.029070,350.771306,138.414625,844.958943
12,0.700000,2,0.800000,2.000000,0.999950,0.004520,344.007250,139.733954,824.372506
12,0.700000,2,0.800000,2.500000,1.000000,0.000590,324.494932,152.114872,930.934814
12,0.700000,2,0.900000,1.000000,0.999520,0.200790,330.376362,133.707215,710.768532
12,0.700000,2,0.900000,1.300000,0.999790,0.060570,328.193782,132.895876,693.943178
12,0.700000,2,0.900000,1.500000,0.999910,0.028410,331.895903,142.661632,719.704564
12,0.700000,2,0.900000,2.000000,0.999980,0.004260,337.357533,133.791281,739.844248
12,0.700000,2,0.900000,2.500000,1.000000,0.000750,323.046542,140.350237,665.471199
12,0.700000,2,0.950000,1.000000,0.999490,0.199590,315.809249,134.329869,523.150184
12,0.700000,2,0.950000,1.300000,0.999760,0.061840,315.794668,135.418725,521.084741
12,0.700000,2,0.950000,1.500000,0.999900,0.028020,327.361246,132.618352,524.846385
12,0.700000,2,0.950000,2.000000,0.999970,0.004530,326.363619,148.485242,549.668767
12,0.700000,2,0.950000,2.500000,0.999990,0.000650,300.095217,117.466167,653.247591
12,0.700000,2,0.990000,1.000000,0.999520,0.200830,311.433063,132.532840,491.504142
12,0.700000,2,0.990000,1.300000,0.999780,0.063250,311.911561,134.018876,491.812786
12,0.700000,2,0.990000,1.500000,0.999930,0.029340,315.259329,137.203857,493.029707
12,0.700000,2,0.990000,2.000000,0.999990,0.004120,300.990172,129.915670,482.509168
12,0.700000,2,0.990000,2.500000,1.000000,0.000740,303.688018,170.578596,481.221131
12,0.700000,2,0.995000,1.000000,0.999500,0.198150,310.589047,130.834901,489.102773
12,0.700000,2,0.995000,1.300000,0.999820,0.062570,308.515632,131.522090,486.038711
12,0.700000,2,0.995000,1.500000,0.999850,0.029200,304.460566,133.103662,485.089697
12,0.700000,2,0.995000,2.000000,0.999990,0.004310,309.345063,140.413350,483.216535
12,0.700000,2,0.995000,2.500000,0.999980,0.000660,283.825607,138.867343,466.408628
12,0.700000,5,0.500000,1.000000,0.995840,0.193490,1039.173674,213.135873,4138.684843
12,0.700000,5,0.500000,1.300000,0.998410,0.059220,1038.203364,220.222259,4238.710067
12,0.700000,5,0.500000,1.500000,0.999150,0.028260,1032.344600,211.738446,4037.038029
12,0.700000,5,0.500000,2.000000,0.999840,0.004310,1123.122488,201.363589,3926.567852
12,0.700000,5,0.500000,2.500000,0.999980,0.000610,968.029423,250.047689,3639.839338
12,0.700000,5,0.700000,1.000000,0.997640,0.195200,782.291802,188.219831,2532.335438
12,0.700000,5,0.700000,1.300000,0.998950,0.060890,788.887171,196.453033,2606.586585
12,0.700000,5,0.700000,1.500000,0.999540,0.029160,779.674852,180.525576,2523.748963
12,0.700000,5,0.700000,2.000000,0.999930,0.004300,839.000069,235.707084,2549.406463
12,0.700000,5,0.700000,2.500000,0.999980,0.000780,701.124747,170.518997,1980.169574
12,0.700000,5,0.800000,1.000000,0.997890,0.197170,697.974811,182.112651,1907.073249
12,0.700000,5,0.800000,1.300000,0.999150,0.058940,698.600704,178.872064,1895.542522
12,0.700000,5,0.800000,1.500000,0.999620,0.027990,708.543051,187.099675,1893.729383
12,0.700000,5,0.800000,2.000000,0.999950,0.003980,742.972114,185.011524,1834.218611
12,0.700000,5,0.800000,2.500000,1.000000,0.000720,819.549991,193.157380,1942.502254
12,0.700000,5,0.900000,1.000000,0.998160,0.195620,642.741309,175.343435,1553.036501
12,0.700000,5,0.900000,1.300000,0.999450,0.061400,642.473329,175.401127,1558.018999
12,0.700000,5,0.900000,1.500000,0.999610,0.028810,628.103693,175.557131,1624.977268
12,0.700000,5,0.900000,2.000000,0.999940,0.003960,624.909696,172.464467,1478.479060
12,0.700000,5,0.900000,2.500000,0.999990,0.000800,658.763171,169.606295,1735.772687
12,0.700000,5,0.950000,1.000000,0.998270,0.196860,611.788920,172.599726,1078.842675
12,0.700000,5,0.950000,1.300000,0.999410,0.062200,624.062228,175.169159,1076.100828
12,0.700000,5,0.950000,1.500000,0.999620,0.028280,613.115583,174.133269,1151.586276
12,0.700000,5,0.950000,2.000000,0.999920,0.004050,554.324805,170.866325,1045.404298
12,0.700000,5,0.950000,2.500000,0.999980,0.000780,564.861462,190.420066,1223.445371
12,0.700000,5,0.990000,1.000000,0.998470,0.198080,591.227756,167.063888,1011.885665
12,0.700000,5,0.990000,1.300000,0.999430,0.060610,587.216255,174.749979,1017.859093
12,0.700000,5,0.990000,1.500000,0.999740,0.027860,596.279504,164.442016,1011.546611
12,0.700000,5,0.990000,2.000000,0.999960,0.004330,597.539318,182.394008,1021.132421
12,0.700000,5,0.990000,2.500000,1.000000,0.000750,611.098971,222.798534,1003.713657
12,0.700000,5,0.995000,1.000000,0.998560,0.197290,592.396226,166.003677,1007.470451
12,0.700000,5,0.995000,1.300000,0.999410,0.061120,596.494678,169.891091,1011.233895
12,0.700000,5,0.995000,1.500000,0.999760,0.027950,584.916933,163.987824,1003.138744
12,0.700000,5,0.995000,2.000000,0.999950,0.004000,560.991649,171.319840,1003.594738
12,0.700000,5,0.995000,2.500000,1.000000,0.000590,656.277163,141.612806,1016.446994
12,0.700000,10,0.500000,1.000000,0.992830,0.192110,1942.859399,307.328121,7774.472274
12,0.700000,10,0.500000,1.300000,0.997880,0.059360,1893.650964,311.312251,7952.537032
12,0.700000,10,0.500000,1.500000,0.998850,0.027190,1986.807547,309.232903,7945.639459
12,0.700000,10,0.500000,2.000000,0.999770,0.004440,1772.029964,245.984315,7433.209022
12,0.700000,10,0.500000,2.500000,0.999940,0.000580,2341.149865,416.269206,6432.392094
12,0.700000,10,0.700000,1.000000,0.995950,0.192980,1427.768007,254.725123,4866.598804
12,0.700000,10,0.700000,1.300000,0.998590,0.058800,1400.879976,250.602122,4873.733291
12,0.700000,10,0.700000,1.500000,0.999230,0.028320,1418.524238,253.082704,4868.887286
12,0.700000,10,0.700000,2.000000,0.999870,0.004210,1449.831046,281.706505,5395.216676
12,0.700000,10,0.700000,2.500000,0.999980,0.000560,1464.846979,300.687903,4555.722450
12,0.700000,10,0.800000,1.000000,0.996990,0.196480,1268.771732,238.832133,3697.737214
12,0.700000,10,0.800000,1.300000,0.998950,0.060550,1253.736977,227.790031,3672.091597
12,0.700000,10,0.800000,1.500000,0.999490,0.028650,1263.982556,230.999294,3604.413479
12,0.700000,10,0.800000,2.000000,0.999880,0.003970,1218.835640,235.011689,3849.510720
12,0.700000,10,0.800000,2.500000,0.999990,0.000710,1371.931331,426.765233,4023.523252
12,0.700000,10,0.900000,1.000000,0.997920,0.196410,1147.853642,228.282029,2939.431066
12,0.700000,10,0.900000,1.300000,0.999130,0.062550,1136.085629,219.397450,2974.647188
12,0.700000,10,0.900000,1.500000,0.999610,0.028810,1139.036953,234.763193,2925.424035
12,0.700000,10,0.900000,2.000000,0.999930,0.004290,1087.718868,195.715243,2646.300479
12,0.700000,10,0.900000,2.500000,0.999970,0.000720,1016.875353,231.332245,3383.501600
12,0.700000,10,0.950000,1.000000,0.998210,0.199890,1095.251734,220.209393,2003.629488
12,0.700000,10,0.950000,1.300000,0.999330,0.061080,1106.651180,215.500301,1973.149618
12,0.700000,10,0.950000,1.500000,0.999610,0.027890,1075.798903,234.945897,1987.084093
12,0.700000,10,0.950000,2.000000,0.999950,0.004260,1071.259237,210.780044,1943.609720
12,0.700000,10,0.950000,2.500000,0.999980,0.000690,1314.344191,336.706887,2680.161292
12,0.700000,10,0.990000,1.000000,0.998570,0.196310,1058.949592,211.863869,1899.002306
12,0.700000,10,0.990000,1.300000,0.999310,0.061990,1053.088445,223.802421,1909.126498
12,0.700000,10,0.990000,1.500000,0.999550,0.027780,1068.551449,227.049571,1902.113784
12,0.700000,10,0.990000,2.000000,0.999960,0.004390,968.453806,204.173639,1915.501897
12,0.700000,10,0.990000,2.500000,1.000000,0.000460,1109.429108,202.023248,1924.774103
12,0.700000,10,0.995000,1.000000,0.998320,0.198610,1058.880364,213.536653,1896.063170
12,0.700000,10,0.995000,1.300000,0.999460,0.060570,1045.771384,220.176783,1893.541731
12,0.700000,10,0.995000,1.500000,0.999620,0.028700,1030.646077,213.491334,1890.071456
12,0.700000,10,0.995000,2.000000,0.999960,0.004050,987.413369,227.077989,1875.059418
12,0.700000,10,0.995000,2.500000,1.000000,0.000700,1077.955902,220.868745,1893.971751
12,0.750000,1,0.500000,1.000000,0.999480,0.148640,318.229615,132.147303,934.645095
12,0.750000,1,0.500000,1.300000,0.999830,0.041840,318.775582,132.674240,910.700140
12,0.750000,1,0.500000,1.500000,0.999980,0.018800,315.520436,133.086842,955.700308
12,0.750000,1,0.500000,2.000000,1.000000,0.002420,354.178662,134.056826,993.637456
12,0.750000,1,0.500000,2.500000,1.000000,0.000330,326.004355,123.689781,1218.144494
12,0.750000,1,0.700000,1.000000,0.999730,0.145360,257.376881,120.044405,613.145715
12,0.750000,1,0.700000,1.300000,0.999960,0.043070,256.449065,120.990274,605.366720
12,0.750000,1,0.700000,1.500000,0.999950,0.019290,249.235971,126.383690,598.156889
12,0.750000,1,0.700000,2.000000,0.999990,0.002620,263.668825,133.471357,595.166406
12,0.750000,1,0.700000,2.500000,1.000000,0.000310,276.368450,105.850989,565.097588
12,0.750000,1,0.800000,1.000000,0.999890,0.145860,238.201569,117.295537,490.512935
12,0.750000,1,0.800000,1.300000,0.999940,0.041480,240.095386,120.738934,488.949058
12,0.750000,1,0.800000,1.500000,1.000000,0.018750,244.944483,120.986053,511.305558
12,0.750000,1,0.800000,2.000000,1.000000,0.002680,236.104950,119.465896,474.501247
12,0.750000,1,0.800000,2.500000,1.000000,0.000400,272.340617,135.665896,454.138071
12,0.750000,1,0.900000,1.000000,0.999920,0.146680,226.530730,113.873137,414.759367
12,0.750000,1,0.900000,1.300000,0.999970,0.043430,227.569995,118.332523,410.352845
12,0.750000,1,0.900000,1.500000,1.000000,0.019230,226.342238,115.622621,394.927889
12,0.750000,1,0.900000,2.000000,0.999990,0.002490,238.504630,135.404224,402.612438
12,0.750000,1,0.900000,2.500000,1.000000,0.000310,233.294392,130.614315,558.779000
12,0.750000,1,0.950000,1.000000,0.999960,0.148260,220.221463,112.371786,341.160257
12,0.750000,1,0.950000,1.300000,0.999980,0.042270,221.356819,115.245612,339.897223
12,0.750000,1,0.950000,1.500000,0.999980,0.019690,220.024515,119.157992,343.078363
12,0.750000,1,0.950000,2.000000,1.000000,0.002650,225.340574,111.901394,347.589141
12,0.750000,1,0.950000,2.500000,1.000000,0.000350,230.853607,149.786078,312.987585
12,0.750000,1,0.990000,1.000000,1.000000,0.145870,217.154131,112.090909,322.512105
12,0.750000,1,0.990000,1.300000,0.999990,0.041540,218.489671,115.439358,322.577638
12,0.750000,1,0.990000,1.500000,1.000000,0.019190,218.468848,115.363413,326.353057
12,0.750000,1,0.990000,2.000000,1.000000,0.002500,216.921719,117.245134,321.187406
12,0.750000,1,0.990000,2.500000,1.000000,0.000500,213.038717,132.361319,310.554782
12,0.750000,1,0.995000,1.000000,0.999980,0.148910,215.705261,111.132006,320.717299
12,0.750000,1,0.995000,1.300000,1.000000,0.043010,215.764563,115.798708,320.771300
12,0.750000,1,0.995000,1.500000,0.999980,0.019020,216.960097,111.127394,321.769878
12,0.750000,1,0.995000,2.000000,1.000000,0.002730,222.192803,118.009183,322.743699
12,0.750000,1,0.995000,2.500000,1.000000,0.000320,247.850846,124.012767,291.597772
12,0.750000,2,0.500000,1.000000,0.998660,0.145780,502.681835,157.093803,1745.320384
12,0.750000,2,0.500000,1.300000,0.999620,0.041710,505.393873,157.535232,1709.351114
12,0.750000,2,0.500000,1.500000,0.999740,0.018370,472.739287,160.796269,1651.399161
12,0.750000,2,0.500000,2.000000,0.999970,0.002370,578.209257,181.102572,1972.342604
12,0.750000,2,0.500000,2.500000,1.000000,0.000380,442.431257,195.932461,1686.636308
12,0.750000,2,0.700000,1.000000,0.999230,0.148860,388.574074,144.068982,1107.003258
12,0.750000,2,0.700000,1.300000,0.999810,0.042820,383.481773,145.785927,1100.826468
12,0.750000,2,0.700000,1.500000,0.999910,0.019220,391.570411,144.731805,1097.462230
12,0.750000,2,0.700000,2.000000,0.999960,0.002720,368.866503,152.021123,1035.472522
12,0.750000,2,0.700000,2.500000,1.000000,0.000360,332.358308,166.140118,936.357973
12,0.750000,2,0.800000,1.000000,0.999600,0.146220,352.824690,138.331148,841.879477
12,0.750000,2,0.800000,1.300000,0.999770,0.043000,358.759966,142.933883,839.343096
12,0.750000,2,0.800000,1.500000,0.999870,0.019270,361.434320,141.301023,839.013871
12,0.750000,2,0.800000,2.000000,0.999980,0.002400,379.571209,151.672333,973.318705
12,0.750000,2,0.800000,2.500000,0.999990,0.000280,322.298808,191.637057,1039.960607
12,0.750000,2,0.900000,1.000000,0.999500,0.143590,323.659518,134.327737,695.558470
12,0.750000,2,0.900000,1.300000,0.999860,0.041890,327.454951,134.419146,711.030970
12,0.750000,2,0.900000,1.500000,0.999920,0.019080,331.316674,135.984820,715.138748
12,0.750000,2,0.900000,2.000000,0.999960,0.002380,306.734568,137.872135,721.522456
12,0.750000,2,0.900000,2.500000,0.999990,0.000360,295.218190,167.558622,622.832435
12,0.750000,2,0.950000,1.000000,0.999490,0.147720,315.540185,131.364433,529.305617
12,0.750000,2,0.950000,1.300000,0.999770,0.042220,318.301607,135.522642,523.810526
12,0.750000,2,0.950000,1.500000,0.999930,0.019440,327.687506,134.799967,531.351747
12,0.750000,2,0.950000,2.000000,0.999990,0.002500,316.962432,121.995551,525.897190
12,0.750000,2,0.950000,2.500000,1.000000,0.000370,353.875409,139.687726,707.257374
12,0.750000,2,0.990000,1.000000,0.999630,0.147970,309.498039,132.178072,491.309867
12,0.750000,2,0.990000,1.300000,0.999860,0.042760,312.769624,130.965515,489.548821
12,0.750000,2,0.990000,1.500000,0.999910,0.019010,312.230549,133.391350,490.698774
12,0.750000,2,0.990000,2.000000,0.999970,0.002660,298.550727,122.776046,484.140424
12,0.750000,2,0.990000,2.500000,1.000000,0.000360,311.566507,141.444344,487.009805
12,0.750000,2,0.995000,1.000000,0.999660,0.145230,307.833433,131.278741,488.237434
12,0.750000,2,0.995000,1.300000,0.999850,0.041940,312.897770,135.253306,489.122954
12,0.750000,2,0.995000,1.500000,0.999930,0.018930,314.143889,137.071653,494.553006
12,0.750000,2,0.995000,2.000000,0.999990,0.002370,300.519717,128.443757,486.539709
12,0.750000,2,0.995000,2.500000,1.000000,0.000400,321.929581,123.812549,452.196851
12,0.750000,5,0.500000,1.000000,0.996970,0.143870,1040.603622,211.812608,4138.786872
12,0.750000,5,0.500000,1.300000,0.998980,0.041260,1052.634602,220.576311,4159.115080
12,0.750000,5,0.500000,1.500000,0.999520,0.018640,1034.817609,234.976817,4155.713889
12,0.750000,5,0.500000,2.000000,0.999890,0.002200,1076.389890,186.735617,4269.584796
12,0.750000,5,0.500000,2.500000,0.999970,0.000400,1115.095682,238.571034,4115.028526
12,0.750000,5,0.700000,1.000000,0.998160,0.144960,777.788981,187.145509,2550.998207
12,0.750000,5,0.700000,1.300000,0.999370,0.041800,777.983350,187.475899,2593.633529
12,0.750000,5,0.700000,1.500000,0.999650,0.019440,741.216067,190.589238,2514.520135
12,0.750000,5,0.700000,2.000000,0.999950,0.002900,779.979977,188.632312,2135.029442
12,0.750000,5,0.700000,2.500000,0.999990,0.000410,778.509733,219.621623,1907.932503
12,0.750000,5,0.800000,1.000000,0.998530,0.147170,698.884804,179.564935,1908.074492
12,0.750000,5,0.800000,1.300000,0.999580,0.042280,706.226649,179.976580,1903.780291
12,0.750000,5,0.800000,1.500000,0.999650,0.018470,705.640168,168.691711,1896.538064
12,0.750000,5,0.800000,2.000000,0.999940,0.002690,662.979443,197.698442,1911.247445
12,0.750000,5,0.800000,2.500000,1.000000,0.000300,653.066563,158.644096,1948.092697
12,0.750000,5,0.900000,1.000000,0.998850,0.148310,639.503244,175.312461,1548.366922
12,0.750000,5,0.900000,1.300000,0.999520,0.041330,617.851540,180.878802,1479.749802
12,0.750000,5,0.900000,1.500000,0.999730,0.018940,643.517777,179.096051,1544.015179
12,0.750000,5,0.900000,2.000000,0.999960,0.002530,647.091889,202.251762,1289.364660
12,0.750000,5,0.900000,2.500000,0.999990,0.000370,603.842370,182.176145,1694.518477
12,0.750000,5,0.950000,1.000000,0.998950,0.146850,603.319353,171.061700,1075.761100
12,0.750000,5,0.950000,1.300000,0.999600,0.042300,597.750141,167.835071,1064.834086
12,0.750000,5,0.950000,1.500000,0.999900,0.018510,606.083486,172.104375,1083.251966
12,0.750000,5,0.950000,2.000000,0.999980,0.002530,604.725047,178.809483,1080.282692
12,0.750000,5,0.950000,2.500000,1.000000,0.000290,636.903550,247.297421,990.399890
12,0.750000,5,0.990000,1.000000,0.998780,0.145580,592.613288,170.911330,1016.451691
12,0.750000,5,0.990000,1.300000,0.999610,0.042760,580.190584,166.375930,1006.595663
12,0.750000,5,0.990000,1.500000,0.999860,0.018540,570.460770,167.522209,1012.631152
12,0.750000,5,0.990000,2.000000,0.999950,0.002460,583.960797,155.116615,1005.152068
12,0.750000,5,0.990000,2.500000,1.000000,0.000370,611.840583,188.428639,1012.929095
12,0.750000,5,0.995000,1.000000,0.998950,0.146380,595.288111,170.540331,1011.108001
12,0.750000,5,0.995000,1.300000,0.999610,0.041880,586.304465,177.074678,1004.752525
12,0.750000,5,0.995000,1.500000,0.999870,0.018740,570.801500,166.313243,994.407735
12,0.750000,5,0.995000,2.000000,0.999980,0.002350,577.876892,168.063887,1002.332935
12,0.750000,5,0.995000,2.500000,1.000000,0.000390,704.812365,151.244707,1013.845226
12,0.750000,10,0.500000,1.000000,0.995150,0.141760,1943.106699,299.332864,7855.685475
12,0.750000,10,0.500000,1.300000,0.998200,0.039830,1891.660802,308.507796,7676.497356
12,0.750000,10,0.500000,1.500000,0.999350,0.018390,1959.895565,335.666671,7799.740392
12,0.750000,10,0.500000,2.000000,0.999880,0.002290,2016.283713,333.956426,7605.028664
12,0.750000,10,0.500000,2.500000,1.000000,0.000280,1883.207049,265.217099,5288.794559
12,0.750000,10,0.700000,1.000000,0.996970,0.146000,1421.510079,253.939671,4904.301162
12,0.750000,10,0.700000,1.300000,0.998980,0.040890,1415.609140,242.970607,4894.050076
12,0.750000,10,0.700000,1.500000,0.999620,0.018410,1449.860340,267.128852,4914.425437
12,0.750000,10,0.700000,2.000000,0.999920,0.002160,1364.217281,275.211793,4470.524944
12,0.750000,10,0.700000,2.500000,1.000000,0.000320,1682.714727,408.643415,3827.303856
12,0.750000,10,0.800000,1.000000,0.997690,0.145720,1285.055658,238.173151,3696.682145
12,0.750000,10,0.800000,1.300000,0.999320,0.042680,1266.736662,241.281725,3725.288308
12,0.750000,10,0.800000,1.500000,0.999800,0.019720,1259.625627,241.089901,3603.671161
12,0.750000,10,0.800000,2.000000,0.999980,0.002430,1239.995287,315.164452,3343.849451
12,0.750000,10,0.800000,2.500000,1.000000,0.000330,803.914307,166.763783,3404.832001
12,0.750000,10,0.900000,1.000000,0.998550,0.145550,1141.959495,225.164440,2961.893829
12,0.750000,10,0.900000,1.300000,0.999440,0.041420,1144.119690,228.719705,2952.990290
12,0.750000,10,0.900000,1.500000,0.999750,0.018930,1155.874820,217.715859,3020.020587
12,0.750000,10,0.900000,2.000000,0.999970,0.002380,1133.980352,219.694880,2873.892862
12,0.750000,10,0.900000,2.500000,1.000000,0.000400,1247.075710,181.926674,2406.035556
12,0.750000,10,0.950000,1.000000,0.998550,0.146010,1096.105990,216.402915,2005.694337
12,0.750000,10,0.950000,1.300000,0.999530,0.042270,1088.440355,221.153877,2004.528182
12,0.750000,10,0.950000,1.500000,0.999820,0.018390,1041.932174,231.225481,1972.275679
12,0.750000,10,0.950000,2.000000,0.999950,0.002550,1010.384328,211.799536,1948.326997
12,0.750000,10,0.950000,2.500000,0.999990,0.000360,934.137964,263.150306,1942.685401
12,0.750000,10,0.990000,1.000000,0.998910,0.147660,1057.081740,220.120361,1903.367847
12,0.750000,10,0.990000,1.300000,0.999720,0.043350,1075.612424,219.086422,1900.471504
12,0.750000,10,0.990000,1.500000,0.999790,0.018650,1027.354659,217.104816,1879.651238
12,0.750000,10,0.990000,2.000000,0.999980,0.002690,1048.727010,240.701821,1927.661922
12,0.750000,10,0.990000,2.500000,1.000000,0.000360,1191.563609,146.470374,1922.704405
12,0.750000,10,0.995000,1.000000,0.998800,0.144180,1037.106307,213.004506,1889.021188
12,0.750000,10,0.995000,1.300000,0.999670,0.043160,1049.789245,212.232213,1895.017333
12,0.750000,10,0.995000,1.500000,0.999800,0.018510,1047.076912,207.382661,1887.149814
12,0.750000,10,0.995000,2.000000,0.999940,0.002740,1065.977958,212.605314,1899.108722
12,0.750000,10,0.995000,2.500000,0.999990,0.000340,1296.487049,382.591078,1935.092979
12,0.800000,1,0.500000,1.000000,0.999690,0.114040,323.351048,133.109827,921.357487
12,0.800000,1,0.500000,1.300000,0.999940,0.029700,324.439799,133.115212,957.832048
12,0.800000,1,0.500000,1.500000,0.999950,0.012230,315.251871,136.491646,923.034504
12,0.800000,1,0.500000,2.000000,1.000000,0.001610,315.560957,125.475749,942.652865
12,0.800000,1,0.500000,2.500000,1.000000,0.000210,344.357712,140.961270,863.406523
12,0.800000,1,0.700000,1.000000,0.999830,0.112940,257.031940,120.710985,615.639054
12,0.800000,1,0.700000,1.300000,0.999930,0.030280,257.179578,123.839274,616.203607
12,0.800000,1,0.700000,1.500000,0.999990,0.013150,254.605253,119.690074,653.303378
12,0.800000,1,0.700000,2.000000,1.000000,0.001560,239.296898,121.330306,645.708822
12,0.800000,1,0.700000,2.500000,1.000000,0.000220,261.895169,139.912440,627.566188
12,0.800000,1,0.800000,1.000000,0.999890,0.112080,238.644872,115.596113,497.285421
12,0.800000,1,0.800000,1.300000,0.999960,0.030630,235.891707,118.593802,486.244252
12,0.800000,1,0.800000,1.500000,1.000000,0.012300,236.671417,122.041946,501.607140
12,0.800000,1,0.800000,2.000000,1.000000,0.001310,245.988091,118.711806,495.666046
12,0.800000,1,0.800000,2.500000,1.000000,0.000250,216.997633,121.476421,406.051299
12,0.800000,1,0.900000,1.000000,0.999980,0.112860,224.816482,114.783146,409.160552
12,0.800000,1,0.900000,1.300000,0.999980,0.030040,225.873232,114.797044,403.218866
12,0.800000,1,0.900000,1.500000,1.000000,0.013170,228.366929,118.117222,429.008408
12,0.800000,1,0.900000,2.000000,1.000000,0.001700,225.537150,131.109563,407.396139
12,0.800000,1,0.900000,2.500000,1.000000,0.000110,212.399431,154.254690,434.018814
12,0.800000,1,0.950000,1.000000,0.999970,0.112010,219.505971,111.328326,345.018051
12,0.800000,1,0.950000,1.300000,0.999990,0.030180,221.747831,113.961195,344.459844
12,0.800000,1,0.950000,1.500000,1.000000,0.012770,215.757351,111.980179,344.301659
12,0.800000,1,0.950000,2.000000,1.000000,0.001570,220.649559,124.224549,332.861362
12,0.800000,1,0.950000,2.500000,1.000000,0.000140,242.879738,156.963603,321.888990
12,0.800000,1,0.990000,1.000000,0.999980,0.111280,217.366332,114.229706,322.597401
12,0.800000,1,0.990000,1.300000,0.999980,0.031430,218.813773,114.140745,324.251408
12,0.800000,1,0.990000,1.500000,1.000000,0.012700,222.274953,117.737657,324.381203
12,0.800000,1,0.990000,2.000000,1.000000,0.001730,217.912894,112.226567,317.018077
12,0.800000,1,0.990000,2.500000,1.000000,0.000260,232.835923,160.348091,316.520061
12,0.800000,1,0.995000,1.000000,0.999950,0.111120,216.104538,110.673137,321.152193
