N,eta_j,cadence,p_det,beta,P_sys,mean_repairs,median_MTTR,p05_MTTR,p95_MTTR
100,0.970000,5,0.990000,1.000000,0.996710,0.457830,591.215226,170.056022,1016.307294
100,0.970000,5,0.990000,1.300000,0.999230,0.098280,593.457723,173.315653,1010.426588
100,0.970000,5,0.990000,1.500000,0.999640,0.035240,585.399162,165.442034,1014.309177
100,0.970000,5,0.990000,2.000000,0.999940,0.002970,592.048078,193.593380,1046.099955
100,0.970000,5,0.990000,2.500000,1.000000,0.000260,745.350262,194.075807,1017.489211
100,0.970000,5,0.995000,1.000000,0.996510,0.453740,586.414503,168.961597,1010.171141
100,0.970000,5,0.995000,1.300000,0.999190,0.097780,593.306770,169.949645,1010.969391
100,0.970000,5,0.995000,1.500000,0.999660,0.034870,593.795353,174.392522,1010.977888
100,0.970000,5,0.995000,2.000000,0.999970,0.002980,611.201541,161.507659,1012.370986
100,0.970000,5,0.995000,2.500000,1.000000,0.000210,469.293846,159.254616,848.081622
100,0.970000,10,0.500000,1.000000,0.986270,0.447490,1939.278179,305.090577,7908.770075
100,0.970000,10,0.500000,1.300000,0.996750,0.094370,1944.451857,303.883904,7679.103083
100,0.970000,10,0.500000,1.500000,0.998480,0.035440,1929.780004,289.185105,7796.451972
100,0.970000,10,0.500000,2.000000,0.999890,0.002800,1757.280060,310.856825,7687.856193
100,0.970000,10,0.500000,2.500000,1.000000,0.000240,1927.012121,295.833868,7610.274315
100,0.970000,10,0.700000,1.000000,0.992630,0.453880,1429.508649,252.749434,4901.239210
100,0.970000,10,0.700000,1.300000,0.997810,0.097970,1421.378291,262.868808,4858.020619
100,0.970000,10,0.700000,1.500000,0.999100,0.035800,1401.741834,261.834565,4848.068652
100,0.970000,10,0.700000,2.000000,0.999920,0.002740,1522.414011,270.395825,4357.985501
100,0.970000,10,0.700000,2.500000,1.000000,0.000320,1168.475875,281.469083,4916.622746
100,0.970000,10,0.800000,1.000000,0.993950,0.457380,1273.646540,237.445802,3692.354961
100,0.970000,10,0.800000,1.300000,0.998460,0.097030,1289.788857,246.810874,3699.453934
100,0.970000,10,0.800000,1.500000,0.999350,0.035670,1285.421071,236.197988,3634.513551
100,0.970000,10,0.800000,2.000000,0.999930,0.002830,1145.688223,257.266696,3518.672387
100,0.970000,10,0.800000,2.500000,1.000000,0.000190,1114.763277,372.191347,3335.259048
100,0.970000,10,0.900000,1.000000,0.995720,0.453640,1152.963023,228.455123,3015.497500
100,0.970000,10,0.900000,1.300000,0.998880,0.100060,1152.526958,227.459085,2907.398308
100,0.970000,10,0.900000,1.500000,0.999560,0.035700,1142.726135,239.761287,2792.044769
100,0.970000,10,0.900000,2.000000,0.999910,0.002930,1172.861657,238.899423,3498.177999
100,0.970000,10,0.900000,2.500000,1.000000,0.000320,1228.237161,205.312441,3561.534345
100,0.970000,10,0.950000,1.000000,0.996500,0.454340,1085.280236,219.485192,1996.540995
100,0.970000,10,0.950000,1.300000,0.999010,0.097500,1086.829851,222.942722,2006.659496
100,0.970000,10,0.950000,1.500000,0.999570,0.036080,1078.620451,216.852860,1998.624394
100,0.970000,10,0.950000,2.000000,0.999960,0.002900,1063.953547,213.934918,2093.220475
100,0.970000,10,0.950000,2.500000,0.999980,0.000190,922.148959,336.892485,1933.134722
100,0.970000,10,0.990000,1.000000,0.996660,0.456760,1054.953215,215.443347,1897.134675
100,0.970000,10,0.990000,1.300000,0.999150,0.098740,1055.363693,225.500165,1902.245114
100,0.970000,10,0.990000,1.500000,0.999760,0.036120,1045.948126,218.122859,1882.930997
100,0.970000,10,0.990000,2.000000,1.000000,0.002920,1044.699567,241.630298,1915.789407
100,0.970000,10,0.990000,2.500000,0.999990,0.000290,1134.354533,173.322534,1930.705712
100,0.970000,10,0.995000,1.000000,0.996770,0.453490,1054.060004,214.996310,1891.695111
100,0.970000,10,0.995000,1.300000,0.999040,0.099450,1055.945661,219.376234,1902.862335
100,0.970000,10,0.995000,1.500000,0.999650,0.035320,1065.217054,213.032910,1887.313999
100,0.970000,10,0.995000,2.000000,0.999970,0.003120,1043.147287,230.153351,1941.140543
100,0.970000,10,0.995000,2.500000,1.000000,0.000310,791.530174,166.532778,1868.159137
200,0.700000,1,0.500000,1.000000,0.989490,3.617650,319.922741,130.074410,932.508922
200,0.700000,1,0.500000,1.300000,0.996310,1.116310,319.285610,132.277184,941.716029
200,0.700000,1,0.500000,1.500000,0.998100,0.524090,320.303138,132.283846,931.084765
200,0.700000,1,0.500000,2.000000,0.999680,0.080130,324.948347,130.871689,950.174778
200,0.700000,1,0.500000,2.500000,0.999900,0.013240,332.987536,134.790753,934.150788
200,0.700000,1,0.700000,1.000000,0.995090,3.612020,257.357199,119.944346,611.231906
200,0.700000,1,0.700000,1.300000,0.998440,1.130150,258.744619,121.749980,615.874261
200,0.700000,1,0.700000,1.500000,0.999050,0.523450,259.775263,122.779577,615.817988
200,0.700000,1,0.700000,2.000000,0.999930,0.081480,255.333854,121.257387,611.773591
200,0.700000,1,0.700000,2.500000,0.999960,0.013180,260.388782,118.067559,609.332567
200,0.700000,1,0.800000,1.000000,0.997180,3.614630,240.692571,115.749724,494.924287
200,0.700000,1,0.800000,1.300000,0.998890,1.122180,241.595457,118.632010,494.095103
200,0.700000,1,0.800000,1.500000,0.999580,0.527250,242.231248,118.757449,494.494832
200,0.700000,1,0.800000,2.000000,0.999860,0.081670,241.290371,121.482141,500.400159
200,0.700000,1,0.800000,2.500000,0.999990,0.013310,242.454210,116.657767,509.893944
200,0.700000,1,0.900000,1.000000,0.998320,3.620130,227.802442,112.961163,413.070759
200,0.700000,1,0.900000,1.300000,0.999560,1.121090,228.890975,115.660544,415.361749
200,0.700000,1,0.900000,1.500000,0.999810,0.525350,229.152696,116.356485,413.832896
200,0.700000,1,0.900000,2.000000,0.999970,0.079780,229.005341,115.893313,412.284481
200,0.700000,1,0.900000,2.500000,1.000000,0.012990,228.018723,118.863164,425.110238
200,0.700000,1,0.950000,1.000000,0.999070,3.618590,222.262221,111.636140,348.833188
200,0.700000,1,0.950000,1.300000,0.999700,1.122940,224.081041,113.779066,350.395894
200,0.700000,1,0.950000,1.500000,0.999810,0.525900,223.874398,114.720299,349.519128
200,0.700000,1,0.950000,2.000000,0.999970,0.082510,225.305066,115.178410,347.602580
200,0.700000,1,0.950000,2.500000,0.999980,0.012350,219.328692,116.047776,352.620051
200,0.700000,1,0.990000,1.000000,0.999340,3.614600,218.081658,110.638404,327.927880
200,0.700000,1,0.990000,1.300000,0.999840,1.123380,219.450267,112.829466,327.592048
200,0.700000,1,0.990000,1.500000,0.999920,0.525510,220.481166,113.589656,328.971773
200,0.700000,1,0.990000,2.000000,0.999980,0.081800,219.013674,112.829799,327.364054
200,0.700000,1,0.990000,2.500000,0.999990,0.012790,218.571313,112.361172,326.567751
200,0.700000,1,0.995000,1.000000,0.999430,3.622090,218.044228,110.602084,325.537973
200,0.700000,1,0.995000,1.300000,0.999730,1.123020,219.067637,112.571756,326.743394
200,0.700000,1,0.995000,1.500000,0.999930,0.529270,218.737602,113.505906,325.877473
200,0.700000,1,0.995000,2.000000,1.000000,0.079590,218.884065,114.132265,324.875553
200,0.700000,1,0.995000,2.500000,1.000000,0.013080,218.106930,112.662352,326.642016
200,0.700000,2,0.500000,1.000000,0.971140,3.591210,502.198834,158.474172,1738.649660
200,0.700000,2,0.500000,1.300000,0.989820,1.115900,502.659682,158.634545,1727.742706
200,0.700000,2,0.500000,1.500000,0.994800,0.522280,501.043036,158.981710,1721.476764
200,0.700000,2,0.500000,2.000000,0.998900,0.079830,508.408361,158.254214,1727.273703
200,0.700000,2,0.500000,2.500000,0.999830,0.012010,511.401969,165.257723,1657.274994
200,0.700000,2,0.700000,1.000000,0.981920,3.595820,388.402823,143.615987,1099.362629
200,0.700000,2,0.700000,1.300000,0.993550,1.117680,388.923392,144.974768,1091.581500
200,0.700000,2,0.700000,1.500000,0.996910,0.526280,390.641370,146.589276,1104.068622
200,0.700000,2,0.700000,2.000000,0.999340,0.079050,386.880300,148.105567,1102.812853
200,0.700000,2,0.700000,2.500000,0.999890,0.012330,382.424675,146.772995,1139.375248
200,0.700000,2,0.800000,1.000000,0.986120,3.600260,356.719537,138.423666,847.151806
200,0.700000,2,0.800000,1.300000,0.995220,1.115970,357.036793,140.994070,851.389766
200,0.700000,2,0.800000,1.500000,0.997310,0.522870,358.581342,141.129353,846.101097
200,0.700000,2,0.800000,2.000000,0.999530,0.078770,354.452902,140.087057,856.740277
200,0.700000,2,0.800000,2.500000,0.999850,0.012380,346.887244,146.028559,865.424898
200,0.700000,2,0.900000,1.000000,0.988950,3.617630,330.545513,134.500221,699.430753
200,0.700000,2,0.900000,1.300000,0.995780,1.115970,331.252105,135.129921,696.746908
200,0.700000,2,0.900000,1.500000,0.997880,0.524660,330.247590,136.215831,697.621698
200,0.700000,2,0.900000,2.000000,0.999570,0.081350,331.929076,137.604664,722.053295
200,0.700000,2,0.900000,2.500000,0.999910,0.012990,335.706663,135.741715,699.585373
200,0.700000,2,0.950000,1.000000,0.989720,3.620960,319.861773,132.509640,532.663841
200,0.700000,2,0.950000,1.300000,0.995870,1.119120,320.336652,133.867815,532.806222
200,0.700000,2,0.950000,1.500000,0.997990,0.519990,320.700972,134.867808,532.854560
200,0.700000,2,0.950000,2.000000,0.999580,0.081450,321.694246,136.970598,529.420357
200,0.700000,2,0.950000,2.500000,0.999900,0.012560,324.447452,142.668806,550.996173
200,0.700000,2,0.990000,1.000000,0.990510,3.616150,311.802021,131.262770,495.682735
200,0.700000,2,0.990000,1.300000,0.996730,1.123500,312.829237,132.742985,496.750671
200,0.700000,2,0.990000,1.500000,0.997930,0.526840,312.669409,133.107134,496.401323
200,0.700000,2,0.990000,2.000000,0.999630,0.080190,312.376192,136.587840,496.375590
200,0.700000,2,0.990000,2.500000,0.999930,0.013030,314.113328,139.101587,500.820361
200,0.700000,2,0.995000,1.000000,0.990890,3.617690,310.434684,130.372270,492.672581
200,0.700000,2,0.995000,1.300000,0.996530,1.118480,311.568564,132.373863,492.062054
200,0.700000,2,0.995000,1.500000,0.998210,0.523170,312.104400,132.620938,493.314560
200,0.700000,2,0.995000,2.000000,0.999540,0.081220,312.210426,135.725719,492.362260
200,0.700000,2,0.995000,2.500000,0.999920,0.012320,317.222523,135.578337,496.275299
200,0.700000,5,0.500000,1.000000,0.927070,3.517890,1043.901108,216.422022,4120.550937
200,0.700000,5,0.500000,1.300000,0.974030,1.094880,1044.450694,216.750036,4110.229070
200,0.700000,5,0.500000,1.500000,0.986020,0.509570,1048.561639,217.795310,4089.567081
200,0.700000,5,0.500000,2.000000,0.997120,0.078370,1035.384567,210.982480,4092.882779
200,0.700000,5,0.500000,2.500000,0.999280,0.012660,1058.969243,204.200281,3952.815688
200,0.700000,5,0.700000,1.000000,0.953390,3.565310,782.058320,189.863264,2537.648698
200,0.700000,5,0.700000,1.300000,0.982940,1.105150,777.153681,190.756541,2530.667861
200,0.700000,5,0.700000,1.500000,0.990620,0.521380,780.316335,191.477809,2495.783620
200,0.700000,5,0.700000,2.000000,0.998240,0.080020,770.197613,189.283059,2622.099818
200,0.700000,5,0.700000,2.500000,0.999670,0.012830,808.769589,189.846440,2619.486402
200,0.700000,5,0.800000,1.000000,0.961020,3.572230,702.578047,181.570882,1913.922037
200,0.700000,5,0.800000,1.300000,0.986240,1.114300,702.914204,183.492216,1909.452077
200,0.700000,5,0.800000,1.500000,0.992450,0.516180,706.365854,184.155512,1916.155562
200,0.700000,5,0.800000,2.000000,0.998640,0.080350,692.703873,181.229931,1887.723730
200,0.700000,5,0.800000,2.500000,0.999630,0.012660,709.392532,192.107076,1858.122749
200,0.700000,5,0.900000,1.000000,0.967940,3.581480,637.458113,176.090259,1552.244446
200,0.700000,5,0.900000,1.300000,0.988520,1.111200,638.357187,176.717527,1558.036252
200,0.700000,5,0.900000,1.500000,0.993810,0.518780,640.322237,177.477376,1546.474877
200,0.700000,5,0.900000,2.000000,0.998640,0.081110,637.869366,179.419797,1590.690799
200,0.700000,5,0.900000,2.500000,0.999700,0.012140,668.393132,177.204672,1554.194925
200,0.700000,5,0.950000,1.000000,0.970960,3.596720,610.960249,172.510180,1086.587203
200,0.700000,5,0.950000,1.300000,0.989420,1.120260,612.715970,173.574318,1087.456977
200,0.700000,5,0.950000,1.500000,0.994500,0.518390,609.647688,173.779220,1087.201567
200,0.700000,5,0.950000,2.000000,0.998810,0.079190,610.620758,174.974962,1089.383149
200,0.700000,5,0.950000,2.500000,0.999750,0.011980,610.307230,183.671988,1076.518311
200,0.700000,5,0.990000,1.000000,0.972810,3.605850,591.952438,169.677703,1016.154132
200,0.700000,5,0.990000,1.300000,0.989910,1.111880,593.502059,170.980439,1017.371450
200,0.700000,5,0.990000,1.500000,0.994780,0.517190,592.461510,173.097920,1017.764682
200,0.700000,5,0.990000,2.000000,0.998950,0.080130,597.187979,175.032176,1020.928332
200,0.700000,5,0.990000,2.500000,0.999810,0.012430,596.864242,181.403565,1026.758514
200,0.700000,5,0.995000,1.000000,0.973290,3.605400,590.176104,170.372972,1011.439639
200,0.700000,5,0.995000,1.300000,0.989980,1.116760,590.779894,171.584706,1011.511447
200,0.700000,5,0.995000,1.500000,0.994420,0.516660,588.370933,171.656580,1012.890946
200,0.700000,5,0.995000,2.000000,0.998910,0.080680,592.571803,173.300781,1011.763420
200,0.700000,5,0.995000,2.500000,0.999880,0.012500,592.008062,173.283244,1009.497735
200,0.700000,10,0.500000,1.000000,0.879830,3.435500,1924.376858,303.800967,7841.828716
200,0.700000,10,0.500000,1.300000,0.957840,1.074740,1913.905006,301.116865,7843.997897
200,0.700000,10,0.500000,1.500000,0.977910,0.505860,1914.405780,301.099295,7849.660240
200,0.700000,10,0.500000,2.000000,0.995750,0.074760,1927.665637,301.913616,7586.937840
200,0.700000,10,0.500000,2.500000,0.998950,0.012310,1889.328820,289.042382,7468.939012
200,0.700000,10,0.700000,1.000000,0.931880,3.528550,1433.302482,255.628629,4913.306088
200,0.700000,10,0.700000,1.300000,0.975590,1.098580,1432.325555,256.787502,4907.320912
200,0.700000,10,0.700000,1.500000,0.987200,0.515270,1426.786435,256.803244,4857.961869
200,0.700000,10,0.700000,2.000000,0.997540,0.078740,1417.621494,248.285933,4895.606320
200,0.700000,10,0.700000,2.500000,0.999530,0.012610,1416.643083,228.843450,4856.525835
200,0.700000,10,0.800000,1.000000,0.947210,3.546560,1276.264992,240.242062,3680.389289
200,0.700000,10,0.800000,1.300000,0.981190,1.100440,1268.194511,240.274444,3662.010214
200,0.700000,10,0.800000,1.500000,0.989660,0.517650,1272.450559,238.836327,3682.947943
200,0.700000,10,0.800000,2.000000,0.998290,0.079730,1286.032067,249.008021,3736.059986
200,0.700000,10,0.800000,2.500000,0.999560,0.012130,1260.152834,235.807097,3669.347094
200,0.700000,10,0.900000,1.000000,0.962190,3.566640,1150.805987,227.337439,2979.509655
200,0.700000,10,0.900000,1.300000,0.986600,1.102150,1144.304532,229.972525,2968.854260
200,0.700000,10,0.900000,1.500000,0.992870,0.515710,1139.883446,228.888538,2940.595472
200,0.700000,10,0.900000,2.000000,0.998570,0.081310,1146.761411,228.341614,2970.812935
200,0.700000,10,0.900000,2.500000,0.999680,0.013230,1129.692539,223.554975,2964.624138
200,0.700000,10,0.950000,1.000000,0.968700,3.571520,1097.036522,222.520570,2007.251237
200,0.700000,10,0.950000,1.300000,0.988570,1.109370,1088.304638,219.397621,2002.260103
200,0.700000,10,0.950000,1.500000,0.994230,0.520110,1089.889364,223.556486,1998.677597
200,0.700000,10,0.950000,2.000000,0.998720,0.079990,1093.371920,226.740487,1992.885718
200,0.700000,10,0.950000,2.500000,0.999710,0.012880,1080.371816,205.861615,1988.438579
200,0.700000,10,0.990000,1.000000,0.972300,3.596340,1062.080848,217.942217,1901.319113
200,0.700000,10,0.990000,1.300000,0.990460,1.111010,1058.306170,217.527792,1902.615473
200,0.700000,10,0.990000,1.500000,0.994850,0.519300,1048.835862,218.410223,1902.798078
200,0.700000,10,0.990000,2.000000,0.998890,0.080660,1035.476937,219.451295,1907.658804
200,0.700000,10,0.990000,2.500000,0.999860,0.012140,1078.249037,237.596778,1905.463769
200,0.700000,10,0.995000,1.000000,0.972320,3.598790,1055.314658,218.374856,1893.598358
200,0.700000,10,0.995000,1.300000,0.989760,1.111460,1051.041790,216.436079,1894.426125
200,0.700000,10,0.995000,1.500000,0.994490,0.517250,1041.838647,220.436051,1891.409757
200,0.700000,10,0.995000,2.000000,0.998830,0.080610,1038.584630,217.015430,1892.398772
200,0.700000,10,0.995000,2.500000,0.999810,0.012790,1016.544524,218.532895,1899.488824
200,0.750000,1,0.500000,1.000000,0.992340,2.682420,319.732957,130.487797,937.303469
200,0.750000,1,0.500000,1.300000,0.997620,0.771330,321.580067,133.141391,936.313619
200,0.750000,1,0.500000,1.500000,0.998900,0.343520,324.410064,133.696642,950.306773
200,0.750000,1,0.500000,2.000000,0.999790,0.046820,321.158545,131.710099,927.095330
200,0.750000,1,0.500000,2.500000,0.999950,0.006830,323.566903,141.098670,911.073760
200,0.750000,1,0.700000,1.000000,0.996800,2.680800,257.752269,120.025414,613.614356
200,0.750000,1,0.700000,1.300000,0.998890,0.769330,259.038289,121.932340,611.850972
200,0.750000,1,0.700000,1.500000,0.999460,0.342200,257.995714,121.271328,610.281471
200,0.750000,1,0.700000,2.000000,0.999970,0.046520,258.887552,121.632762,613.396314
200,0.750000,1,0.700000,2.500000,0.999930,0.006820,276.961147,135.095283,638.517563
200,0.750000,1,0.800000,1.000000,0.998240,2.686000,240.837073,116.033790,494.511112
200,0.750000,1,0.800000,1.300000,0.999310,0.771660,242.403459,118.542677,494.583713
200,0.750000,1,0.800000,1.500000,0.999690,0.343060,243.063372,120.411855,497.337953
200,0.750000,1,0.800000,2.000000,0.999950,0.046890,242.748805,121.315262,502.217485
200,0.750000,1,0.800000,2.500000,0.999980,0.006220,249.489735,125.485747,481.076654
200,0.750000,1,0.900000,1.000000,0.998950,2.681320,227.621174,112.773904,412.413979
200,0.750000,1,0.900000,1.300000,0.999550,0.775690,229.428075,115.312000,413.474171
200,0.750000,1,0.900000,1.500000,0.999860,0.343880,229.313046,115.357886,413.403558
200,0.750000,1,0.900000,2.000000,0.999950,0.047100,231.514285,117.195397,412.216055
200,0.750000,1,0.900000,2.500000,1.000000,0.006390,226.212856,115.638343,417.809601
200,0.750000,1,0.950000,1.000000,0.999270,2.690730,222.078061,111.203443,348.733344
200,0.750000,1,0.950000,1.300000,0.999820,0.776210,223.477072,113.566430,348.864433
200,0.750000,1,0.950000,1.500000,0.999890,0.347400,222.269113,114.334889,348.986459
200,0.750000,1,0.950000,2.000000,0.999990,0.046390,223.634053,115.658106,354.346405
200,0.750000,1,0.950000,2.500000,1.000000,0.005900,223.577306,110.021441,350.119730
200,0.750000,1,0.990000,1.000000,0.999570,2.692810,218.256703,110.259358,327.383331
200,0.750000,1,0.990000,1.300000,0.999900,0.775790,219.385471,112.712082,327.518878
200,0.750000,1,0.990000,1.500000,0.999910,0.345070,220.273729,113.484328,328.724133
200,0.750000,1,0.990000,2.000000,1.000000,0.046200,222.495692,114.641213,327.991355
200,0.750000,1,0.990000,2.500000,1.000000,0.006890,220.500517,114.338887,328.275561
200,0.750000,1,0.995000,1.000000,0.999520,2.693730,217.803905,109.974032,325.898015
200,0.750000,1,0.995000,1.300000,0.999840,0.773690,219.652156,112.592063,326.232910
200,0.750000,1,0.995000,1.500000,0.999950,0.340330,218.458939,113.736813,325.718368
200,0.750000,1,0.995000,2.000000,1.000000,0.046290,224.096376,114.087173,325.344077
200,0.750000,1,0.995000,2.500000,1.000000,0.006690,229.085490,111.734130,327.387195
200,0.750000,2,0.500000,1.000000,0.979900,2.665810,504.492741,158.622446,1735.676449
200,0.750000,2,0.500000,1.300000,0.993370,0.763310,504.057181,157.873520,1734.993901
200,0.750000,2,0.500000,1.500000,0.996610,0.341370,504.939804,159.586388,1753.035306
200,0.750000,2,0.500000,2.000000,0.999310,0.044700,503.158313,165.758227,1714.079225
200,0.750000,2,0.500000,2.500000,0.999920,0.006400,522.791755,171.416137,1819.902734
200,0.750000,2,0.700000,1.000000,0.987930,2.685340,388.892655,143.665631,1095.731419
200,0.750000,2,0.700000,1.300000,0.995870,0.771590,389.802525,146.108149,1105.656187
200,0.750000,2,0.700000,1.500000,0.997920,0.342770,390.535375,147.311051,1093.966204
200,0.750000,2,0.700000,2.000000,0.999590,0.045410,387.970843,146.761875,1094.886663
200,0.750000,2,0.700000,2.500000,0.999960,0.006610,372.865708,142.138041,964.406517
200,0.750000,2,0.800000,1.000000,0.989980,2.666920,356.304368,138.674787,847.997257
200,0.750000,2,0.800000,1.300000,0.996460,0.768270,355.540184,139.495521,847.474778
200,0.750000,2,0.800000,1.500000,0.998270,0.343610,355.416259,139.813706,845.114704
200,0.750000,2,0.800000,2.000000,0.999760,0.047320,362.195054,139.850334,852.506596
200,0.750000,2,0.800000,2.500000,0.999910,0.006220,361.397372,140.820256,834.078903
200,0.750000,2,0.900000,1.000000,0.991080,2.690940,330.674206,134.279086,698.048744
200,0.750000,2,0.900000,1.300000,0.997190,0.771700,331.220453,136.462606,700.044780
200,0.750000,2,0.900000,1.500000,0.998830,0.344130,332.125180,135.720130,694.834103
200,0.750000,2,0.900000,2.000000,0.999770,0.047550,334.544642,132.268165,689.696402
200,0.750000,2,0.900000,2.500000,0.999950,0.006330,328.615218,139.580744,688.707734
200,0.750000,2,0.950000,1.000000,0.992400,2.684930,320.072849,132.661697,534.462516
200,0.750000,2,0.950000,1.300000,0.997570,0.772970,320.603224,133.659381,533.917397
200,0.750000,2,0.950000,1.500000,0.998900,0.342410,320.853525,135.317513,533.107576
200,0.750000,2,0.950000,2.000000,0.999700,0.047230,325.810659,136.175221,520.552635
200,0.750000,2,0.950000,2.500000,0.999960,0.006190,319.073894,134.964005,534.956259
200,0.750000,2,0.990000,1.000000,0.992820,2.683630,311.398689,130.552227,495.994468
200,0.750000,2,0.990000,1.300000,0.997660,0.771750,312.732056,132.651977,496.986408
200,0.750000,2,0.990000,1.500000,0.998900,0.341380,313.925078,133.662923,495.971987
200,0.750000,2,0.990000,2.000000,0.999810,0.046340,313.993560,136.809894,499.910659
200,0.750000,2,0.990000,2.500000,0.999970,0.006530,312.744554,129.971530,504.514621
200,0.750000,2,0.995000,1.000000,0.993650,2.684390,310.709346,130.630890,492.898542
200,0.750000,2,0.995000,1.300000,0.997710,0.772640,312.089073,132.210353,492.739360
200,0.750000,2,0.995000,1.500000,0.998870,0.344850,310.966177,131.642251,494.206591
200,0.750000,2,0.995000,2.000000,0.999780,0.047280,315.110722,137.413444,492.876636
200,0.750000,2,0.995000,2.500000,0.999950,0.006270,310.362569,140.795049,490.559439
200,0.750000,5,0.500000,1.000000,0.946180,2.627580,1044.199684,215.906039,4127.551001
200,0.750000,5,0.500000,1.300000,0.981950,0.758020,1045.834560,217.663626,4103.766111
200,0.750000,5,0.500000,1.500000,0.991100,0.334220,1046.394038,215.399600,4122.067151
200,0.750000,5,0.500000,2.000000,0.998150,0.045740,1040.057567,223.920628,3879.754347
200,0.750000,5,0.500000,2.500000,0.999700,0.006150,1099.683743,217.990911,4143.706059
200,0.750000,5,0.700000,1.000000,0.965910,2.646240,781.817805,190.095647,2537.981240
200,0.750000,5,0.700000,1.300000,0.988440,0.763100,780.889259,191.340945,2522.303978
200,0.750000,5,0.700000,1.500000,0.994370,0.335820,775.591971,189.660191,2553.578301
200,0.750000,5,0.700000,2.000000,0.998980,0.045080,770.228368,193.683108,2473.907822
200,0.750000,5,0.700000,2.500000,0.999780,0.006000,750.492212,198.412092,2356.041207
200,0.750000,5,0.800000,1.000000,0.972320,2.662030,700.983615,182.912047,1910.185405
200,0.750000,5,0.800000,1.300000,0.990430,0.762720,701.464245,183.560740,1920.244896
200,0.750000,5,0.800000,1.500000,0.995020,0.338760,698.717376,183.433106,1903.891991
200,0.750000,5,0.800000,2.000000,0.998960,0.045440,690.046488,177.838530,1878.870257
200,0.750000,5,0.800000,2.500000,0.999890,0.006440,672.859941,197.165246,1849.283588
200,0.750000,5,0.900000,1.000000,0.976720,2.664850,639.622522,175.420469,1554.322371
200,0.750000,5,0.900000,1.300000,0.992640,0.763870,633.481516,175.721546,1563.863992
200,0.750000,5,0.900000,1.500000,0.996080,0.344200,636.983541,177.413426,1561.453825
200,0.750000,5,0.900000,2.000000,0.999400,0.046010,631.440196,175.620610,1525.901142
200,0.750000,5,0.900000,2.500000,0.999950,0.006330,637.459960,166.655970,1592.032438
200,0.750000,5,0.950000,1.000000,0.979340,2.659160,609.777953,172.563426,1086.147201
200,0.750000,5,0.950000,1.300000,0.993130,0.764310,613.283474,173.504513,1087.805421
200,0.750000,5,0.950000,1.500000,0.996060,0.339030,610.331996,175.583974,1078.000883
200,0.750000,5,0.950000,2.000000,0.999450,0.045250,613.146664,175.482254,1091.254872
200,0.750000,5,0.950000,2.500000,0.999940,0.006030,610.105554,178.935595,1152.669940
200,0.750000,5,0.990000,1.000000,0.980560,2.671100,591.170209,170.858399,1016.412844
200,0.750000,5,0.990000,1.300000,0.993380,0.767590,592.331504,170.749145,1017.073396
200,0.750000,5,0.990000,1.500000,0.996560,0.338980,589.847878,172.163399,1017.184893
200,0.750000,5,0.990000,2.000000,0.999400,0.047040,588.628505,167.246496,1019.945071
200,0.750000,5,0.990000,2.500000,0.999890,0.006700,567.185995,174.858967,1014.058342
200,0.750000,5,0.995000,1.000000,0.980710,2.666530,589.156418,171.046712,1011.235449
200,0.750000,5,0.995000,1.300000,0.993250,0.773080,588.186621,169.861619,1010.553581
200,0.750000,5,0.995000,1.500000,0.996640,0.340850,592.366511,170.094497,1010.412901
200,0.750000,5,0.995000,2.000000,0.999380,0.045290,583.992569,171.876689,1010.331670
200,0.750000,5,0.995000,2.500000,0.999830,0.006690,587.961353,168.575995,1018.324444
200,0.750000,10,0.500000,1.000000,0.915140,2.579720,1932.495634,303.557194,7915.718187
200,0.750000,10,0.500000,1.300000,0.970690,0.744540,1932.901382,306.149012,7857.338302
200,0.750000,10,0.500000,1.500000,0.985610,0.329750,1914.535525,302.319316,7824.217872
200,0.750000,10,0.500000,2.000000,0.997590,0.043920,1916.431263,299.988623,7527.112305
200,0.750000,10,0.500000,2.500000,0.999520,0.006410,1911.474492,321.910904,7283.135924
200,0.750000,10,0.700000,1.000000,0.952890,2.624260,1432.587648,253.893069,4901.520426
200,0.750000,10,0.700000,1.300000,0.984210,0.759060,1428.356676,255.460358,4877.991482
200,0.750000,10,0.700000,1.500000,0.991690,0.332430,1421.852081,255.586290,4901.372084
200,0.750000,10,0.700000,2.000000,0.998600,0.045110,1413.019260,237.359552,4786.928430
200,0.750000,10,0.700000,2.500000,0.999750,0.005650,1348.015758,259.949001,4313.369217
200,0.750000,10,0.800000,1.000000,0.962940,2.642330,1273.923020,238.880406,3679.285602
200,0.750000,10,0.800000,1.300000,0.987240,0.761940,1268.476969,236.395208,3684.629421
200,0.750000,10,0.800000,1.500000,0.994050,0.336710,1278.650435,242.088419,3665.888779
200,0.750000,10,0.800000,2.000000,0.998910,0.045730,1257.882119,236.546563,3714.987045
200,0.750000,10,0.800000,2.500000,0.999770,0.006310,1269.030952,204.631183,3512.905379
200,0.750000,10,0.900000,1.000000,0.972190,2.664130,1151.236731,227.649935,2965.879305
200,0.750000,10,0.900000,1.300000,0.990330,0.768100,1146.550908,230.667982,2988.173637
200,0.750000,10,0.900000,1.500000,0.995460,0.339400,1140.928926,227.431288,2937.524192
200,0.750000,10,0.900000,2.000000,0.999310,0.045960,1155.996261,223.939567,2993.781530
200,0.750000,10,0.900000,2.500000,0.999890,0.006370,1099.359604,189.390275,3036.540040
