N,strategy,n_depots,v_repair,cadence,expected_mttr,median_mttr,max_mttr,min_mttr,p_72h,t_wait
83,uniform,2,600.0,10,931.9888380758807,931.7782407407407,941.7182098765431,927.3862654320986,0.03560602743902439,925.9259259259259
83,uniform,3,150.0,1,107.22540650406502,106.78518518518518,136.12962962962962,94.64814814814814,0.3097828048780488,92.59259259259258
83,uniform,3,150.0,2,199.8179990966576,199.37777777777777,228.7222222222222,187.24074074074073,0.1548914024390244,185.18518518518516
83,uniform,3,150.0,5,477.5957768744354,477.15555555555545,506.49999999999994,465.0185185185185,0.061956560975609754,462.96296296296293
83,uniform,3,150.0,10,940.5587398373983,940.1185185185184,969.4629629629629,927.9814814814814,0.030978280487804877,925.9259259259259
83,uniform,3,300.0,1,100.60899954832878,100.38888888888889,115.0611111111111,94.32037037037037,0.3455114024390244,92.59259259259258
83,uniform,3,300.0,2,193.20159214092138,192.98148148148147,207.65370370370368,186.91296296296295,0.1727557012195122,185.18518518518516
83,uniform,3,300.0,5,470.9793699186991,470.75925925925924,485.43148148148146,464.6907407407407,0.06910228048780487,462.96296296296293
83,uniform,3,300.0,10,933.9423328816622,933.7222222222222,948.3944444444444,927.6537037037036,0.034551140243902434,925.9259259259259
83,uniform,3,600.0,1,97.30079607046069,97.19074074074072,104.52685185185184,94.15648148148148,0.3633757012195123,92.59259259259258
83,uniform,3,600.0,2,189.8933886630533,189.7833333333333,197.11944444444444,186.74907407407406,0.18168785060975615,185.18518518518516
83,uniform,3,600.0,5,467.67116644083103,467.5611111111111,474.8972222222222,464.5268518518518,0.07267514024390244,462.96296296296293
83,uniform,3,600.0,10,930.6341294037938,930.524074074074,937.8601851851851,927.4898148148147,0.03633757012195122,925.9259259259259
83,uniform,5,150.0,1,102.34960102378801,102.14012345679012,120.69753086419753,94.11604938271604,0.33611215447154474,92.59259259259258
83,uniform,5,150.0,2,194.94219361638062,194.7327160493827,213.29012345679013,186.70864197530864,0.16805607723577237,185.18518518518516
83,uniform,5,150.0,5,472.7199713941583,472.5104938271604,491.06790123456784,464.48641975308635,0.06722243089430893,462.96296296296293
83,uniform,5,150.0,10,935.6829343571212,935.4734567901235,954.0308641975308,927.4493827160493,0.033611215447154466,925.9259259259259
83,uniform,5,300.0,1,98.17109680819028,98.06635802469135,107.34506172839507,94.05432098765432,0.35867607723577233,92.59259259259258
83,uniform,5,300.0,2,190.76368940078288,190.65895061728395,199.93765432098763,186.6469135802469,0.17933803861788616,185.18518518518516
83,uniform,5,300.0,5,468.5414671785607,468.43672839506166,477.7154320987654,464.42469135802463,0.07173521544715447,462.96296296296293
83,uniform,5,300.0,10,931.5044301415237,931.3996913580246,940.6783950617283,927.3876543209876,0.035867607723577236,925.9259259259259
83,uniform,5,600.0,1,96.08184470039143,96.02947530864196,100.66882716049382,94.02345679012345,0.3699580386178862,92.59259259259258
83,uniform,5,600.0,2,188.674437292984,188.62206790123457,193.26141975308641,186.61604938271603,0.1849790193089431,185.18518518518516
83,uniform,5,600.0,5,466.4522150707618,466.3998456790123,471.03919753086416,464.3938271604938,0.07399160772357724,462.96296296296293
83,uniform,5,600.0,10,929.4151780337247,929.3628086419752,934.0021604938271,927.3567901234567,0.03699580386178862,925.9259259259259
83,uniform,7,150.0,1,100.12034778681121,99.98611111111111,112.98148148148147,94.3037037037037,0.3481501219512196,92.59259259259258
83,uniform,7,150.0,2,192.7129403794038,192.5787037037037,205.57407407407405,186.89629629629627,0.1740750609756098,185.18518518518516
83,uniform,7,150.0,5,470.49071815718156,470.3564814814814,483.3518518518518,464.67407407407404,0.0696300243902439,462.96296296296293
83,uniform,7,150.0,10,933.4536811201444,933.3194444444443,946.3148148148148,927.637037037037,0.03481501219512195,925.9259259259259
